product_id,image_url
1,"https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/1996777/2022/11/22/336445a8-fa32-4396-914a-2629b49465d31669112704759RoadsterMenBlackCottonPureCottonT-shirt1.jpg"
2,"http://images2.chictopia.com/photos/themoptop/3390879001/ivory-reformation-shirt-tawny-side-party-skirt_400.jpg"
